Player 0 has 4347 violations: 
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
['Player 0 ran into a wall']
